Device,video_name,frame_number,total_patches,sector1_correct,sector2_correct,sector3_correct,sector4_correct,blur,std,correct,prnu_std
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,13_,15,2,13,10,9,314.26821750196086,65.50664853075303,,1.9686178
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,1_,15,4,7,3,8,192.2180286883131,67.93769195863496,,1.5665394
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,2_,15,12,9,11,13,150.8380626341152,72.15721116878716,,1.4951286
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,3_,15,10,1,13,10,314.26821750196086,65.50664853075303,,1.9686178
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,4_,15,5,2,3,1,150.26289009379224,60.62226020648958,,1.5082328
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,5_,15,14,0,6,2,50.39318867857201,70.3318990280443,,1.1185201
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,6_,15,11,15,11,12,238.18877942411308,63.05674156836233,,1.689604
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,7_,15,12,3,3,12,150.8380626341152,72.15721116878716,,1.4951286
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,8_,15,10,0,2,2,55.76716782405918,57.484887348120004,,0.98460835
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_panrot_0002_,9_,14,9,11,5,10,150.8380626341152,72.15721116878716,,1.4951286
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,0_,15,12,5,3,13,199.8112514439961,73.14449465674952,,1.5236057
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,10_,15,13,6,3,13,199.8112514439961,73.14449465674952,,1.5236057
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,11_,15,12,7,1,9,181.8035149189326,73.5587928849932,,1.3555926
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,12_,15,11,6,2,12,204.1213636643695,73.47486392983686,,1.2561396
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,13_,15,13,8,4,13,206.54011516352531,73.56653367070778,,1.306323
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,1_,15,13,6,3,13,181.8035149189326,73.5587928849932,,1.3555926
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,2_,15,12,8,3,12,199.8112514439961,73.14449465674952,,1.5236057
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,3_,15,11,5,3,13,206.54011516352531,73.56653367070778,,1.306323
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,4_,15,11,5,4,14,202.32393479450792,73.18217942835173,,1.5284646
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,5_,15,12,7,1,14,198.0907875188601,73.28789383331782,,1.4070816
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,6_,15,14,3,2,14,201.81606954386356,73.18017638139587,,1.5142584
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,7_,15,14,7,2,13,192.60978701935247,73.2957307836459,,1.2964786
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,8_,15,13,8,1,11,204.3757406940635,73.43235820278117,,1.2474786
D02_Huawei_P9,D02_Huawei_P9_V_indoorYT_still_0002_,9_,15,10,6,4,11,199.8112514439961,73.14449465674952,,1.5236057
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,0_,15,9,10,6,5,86.33466510112932,58.66373089339697,,1.2182986
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,10_,15,13,0,3,1,86.33466510112932,58.66373089339697,,1.2182986
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,11_,15,7,6,2,6,127.03098626364222,52.94405767368917,,1.4192518
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,12_,15,8,10,9,14,271.43175405925285,68.25761896590775,,1.7833458
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,13_,15,13,9,9,14,305.5456696391353,74.83363084685779,,1.5410582
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,14_,15,9,5,5,2,240.00994288688597,65.0247219589737,,1.662699
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,1_,15,6,0,3,3,127.03098626364222,52.94405767368917,,1.4192518
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,2_,15,4,2,3,2,305.5456696391353,74.83363084685779,,1.5410582
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,3_,15,10,6,2,2,305.5456696391353,74.83363084685779,,1.5410582
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,4_,15,5,15,12,10,240.00994288688597,65.0247219589737,,1.662699
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,5_,15,7,0,0,1,84.2577096758687,57.04370115095518,,1.3168727
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,6_,15,10,13,12,14,192.87478498536802,71.7094794156166,,1.6300079
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,7_,15,15,6,6,10,197.25822867882624,73.3582988275163,,1.5467843
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,8_,15,11,10,11,10,306.9432722467135,75.88325896281825,,1.7774465
D02_Huawei_P9,D02_Huawei_P9_V_indoor_panrot_0002_,9_,15,5,0,3,3,305.5456696391353,74.83363084685779,,1.5410582
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,0_,15,13,6,5,13,210.6039211066581,73.19731478894252,,1.5453111
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,10_,15,10,8,4,11,211.40435795898972,73.22351004284543,,1.5513561
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,11_,15,12,7,4,14,211.0247421295617,73.25074607714782,,1.5426583
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,12_,15,13,8,3,13,219.11478719376095,73.33604574717478,,1.5661666
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,13_,15,12,5,2,14,212.77019801721949,73.26463710250259,,1.5515809
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,14_,15,11,6,3,13,211.8621170100924,73.54439025701234,,1.3953346
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,1_,15,10,6,3,13,211.0247421295617,73.25074607714782,,1.5426583
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,2_,15,13,5,1,14,210.57387528140256,73.65732026753993,,1.2487229
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,3_,15,12,3,2,13,212.77019801721949,73.26463710250259,,1.5515809
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,4_,15,12,7,3,11,211.8621170100924,73.54439025701234,,1.3953346
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,5_,15,14,8,3,14,213.30589321035632,73.64281536122462,,1.2984946
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,6_,15,10,5,3,14,209.91473735840503,73.2188031917263,,1.5461593
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,7_,15,13,7,5,14,210.57387528140256,73.65732026753993,,1.2487229
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,8_,15,11,7,3,13,217.74460006297545,73.16453509431373,,1.5582168
D02_Huawei_P9,D02_Huawei_P9_V_indoor_still_0002_,9_,15,15,6,1,13,210.57387528140256,73.65732026753993,,1.2487229
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,0_,3,2,2,0,0,1244.0775302780341,80.82370430532235,,2.4873078
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,10_,2,2,0,1,0,812.9719496638062,70.25270388283445,,2.6175728
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,11_,3,1,1,1,0,1559.9456709101362,61.69344499904706,,2.4275577
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,12_,2,1,2,1,1,1419.4344222239333,70.77324027022405,,2.6927853
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,13_,3,3,3,1,1,1090.3104086351084,60.70539556772821,,2.6653957
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,14_,2,2,0,0,0,839.3419142988088,69.0287195666257,,2.4924002
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,1_,3,3,1,2,1,2131.581701019506,69.03838539146764,,2.5536158
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,2_,3,2,3,1,1,1244.0775302780341,80.82370430532235,,2.4873078
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,3_,3,2,2,3,2,3221.897026866048,71.73048659646257,,2.2845092
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,4_,3,3,1,3,2,2100.127315953811,67.39666504920022,,2.5288763
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,5_,3,2,3,1,0,2143.864215801301,65.32670215986829,,2.463587
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,6_,1,0,0,0,0,863.0687146683917,66.0446377101525,,2.670794
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,7_,3,3,2,0,0,2088.1562835011573,71.91770345243688,,2.5038164
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,8_,2,0,0,1,0,1133.2113191651376,81.02355494542942,,2.4439454
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_move_0001_,9_,3,2,2,0,1,1244.0775302780341,80.82370430532235,,2.4873078
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,0_,2,2,0,0,1,1876.2198088292039,73.09497845509695,,2.5638237
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,10_,3,3,0,0,1,1187.5979660201126,64.65313246699681,,2.754918
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,11_,2,2,1,1,0,1329.2832056063867,79.99639615655848,,2.4351518
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,12_,2,2,0,1,0,1312.3530946076678,64.86117139327969,,2.7229059
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,13_,2,0,1,2,1,1319.7025379802733,77.28328889031043,,2.3923433
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,14_,2,1,1,2,1,1933.425024098946,78.86315571907568,,2.4269147
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,1_,3,2,1,3,3,1222.8315038751966,58.77460045702928,,2.744922
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,2_,3,3,0,2,2,1411.9218585433166,73.92675911190341,,2.664118
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,3_,3,1,0,3,0,1026.7457227251955,64.73714341898855,,2.5697193
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,4_,2,0,0,2,1,1933.425024098946,78.86315571907568,,2.4269147
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,5_,2,2,2,2,2,2358.471063550326,72.21618721680053,,2.3558118
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,6_,2,1,2,1,1,3102.0289305300644,71.69406095192524,,2.382992
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,7_,3,1,1,3,2,2079.588636834958,74.24625777978791,,2.3748677
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,8_,1,0,1,0,0,1411.9218585433166,73.92675911190341,,2.664118
D02_Huawei_P9,D02_Huawei_P9_V_outdoorWA_panrot_0002_,9_,3,3,2,2,3,1411.9218585433166,73.92675911190341,,2.664118
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,0_,15,10,3,9,2,1038.598036169305,70.0825247813398,,2.3605616
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,10_,15,13,10,2,6,1223.1641927788817,71.77308490792258,,2.4045894
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,11_,15,12,4,7,11,804.3255071631135,62.19580295080441,,2.5247169
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,12_,15,10,15,5,13,1054.723390144242,68.20906569721569,,2.436373
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,13_,15,5,1,5,4,664.8111077678162,73.55665548041651,,2.3769574
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,14_,15,10,8,7,7,723.486235658321,69.01145972074104,,2.371155
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,1_,15,10,9,5,12,1178.8444121254163,71.92628864913051,,2.1489573
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,2_,15,3,11,5,13,1379.4893629463475,71.69361628563153,,2.434325
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,3_,15,7,15,7,6,987.9689008746085,62.15867063009576,,2.4264488
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,4_,15,11,3,6,12,908.5557824045048,66.60385308165006,,2.5363739
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,5_,15,10,11,11,8,1176.3309194037024,75.59982768377698,,2.4941256
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,6_,15,9,10,9,12,1379.4893629463475,71.69361628563153,,2.434325
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,7_,15,11,5,8,3,1055.581724579591,69.56510247508639,,2.447001
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,8_,15,14,12,4,13,1292.575198238495,70.66806185134368,,2.4957333
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_move_0001_,9_,15,8,1,0,2,1379.4893629463475,71.69361628563153,,2.434325
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,0_,15,15,4,9,12,652.0390192489291,81.96757945774027,,2.076629
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,10_,15,4,6,8,11,652.0390192489291,81.96757945774027,,2.076629
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,11_,15,3,6,12,14,1684.6379061486252,79.51764763910047,,2.3226423
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,12_,15,7,4,15,8,910.738516109928,72.85484097042847,,2.36722
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,13_,15,14,2,8,13,1040.1824961350949,73.82764978884023,,2.5952032
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,1_,15,12,8,13,10,1684.6379061486252,79.51764763910047,,2.3226423
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,2_,15,11,7,15,14,910.738516109928,72.85484097042847,,2.36722
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,3_,15,13,15,10,15,1040.1824961350949,73.82764978884023,,2.5952032
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,4_,15,11,7,12,12,1058.288497124455,78.18527429988366,,2.4587913
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,5_,15,12,8,12,7,1708.7984490872002,76.61238517040547,,2.516532
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,6_,15,10,3,13,7,1125.0933531958242,73.5733986022978,,2.3835013
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,7_,15,9,5,15,14,1510.9802169977804,75.8473320149647,,2.306772
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,8_,15,15,13,13,15,1030.3106104453004,66.48664246936787,,2.694286
D02_Huawei_P9,D02_Huawei_P9_V_outdoorYT_panrot_0002_,9_,15,13,11,12,15,910.738516109928,72.85484097042847,,2.36722
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,0_,15,11,10,5,12,1467.6934290665802,71.87369422336079,,2.2627125
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,10_,15,6,0,6,4,484.9699014277518,62.821545016084436,,2.565091
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,11_,15,9,9,7,6,888.5324845936427,67.02804342970069,,2.5289223
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,12_,15,10,12,7,8,1475.3026339594512,76.62383242824748,,2.6095018
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,13_,15,0,1,3,1,311.30353891752276,67.62260366392216,,2.195878
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,14_,15,14,11,10,11,1563.9625583362922,71.80576977361524,,2.5503256
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,1_,15,9,13,7,14,888.5324845936427,67.02804342970069,,2.5289223
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,2_,15,11,14,5,15,1467.6934290665802,71.87369422336079,,2.2627125
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,3_,15,12,1,11,8,311.30353891752276,67.62260366392216,,2.195878
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,4_,15,13,13,13,13,1563.9625583362922,71.80576977361524,,2.5503256
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,5_,15,7,7,3,14,1055.6656017899297,76.69363423565521,,2.3134248
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,6_,15,12,8,10,12,1237.4224787108435,72.00052718642156,,2.6451263
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,7_,15,8,0,5,2,379.43615354865335,64.62490572468874,,2.2120178
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,8_,15,8,12,7,14,1052.1555191733098,69.86024688629642,,2.5758114
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_move_0001_,9_,15,8,12,7,15,1467.6934290665802,71.87369422336079,,2.2627125
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,0_,15,15,3,10,9,1279.781758405017,68.95635548857231,,2.596466
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,10_,15,13,3,15,14,1279.781758405017,68.95635548857231,,2.596466
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,11_,15,15,3,7,14,1262.1968157923368,75.06529712553842,,2.6155772
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,12_,15,15,12,12,15,1307.704269150704,74.64526690625031,,2.4757583
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,13_,15,10,9,14,13,1391.2488795099255,74.79486023950487,,2.5628355
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,14_,15,15,3,6,14,1210.136038940805,72.66306913146776,,2.6556103
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,1_,15,12,6,15,13,1262.1968157923368,75.06529712553842,,2.6155772
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,2_,15,8,14,13,15,1199.87256363563,75.08564625848341,,2.6394646
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,3_,15,14,15,11,15,1391.2488795099255,74.79486023950487,,2.5628355
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,4_,15,4,3,6,12,1210.136038940805,72.66306913146776,,2.6556103
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,5_,15,11,11,15,12,1408.2662121167086,74.8159156973101,,2.4802504
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,6_,15,15,3,8,11,1366.1778255868883,76.3760278800266,,2.6112452
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,7_,15,11,9,12,15,1205.2439236770106,76.28753648234543,,2.641951
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,8_,15,9,6,11,15,1199.87256363563,75.08564625848341,,2.6394646
D02_Huawei_P9,D02_Huawei_P9_V_outdoor_panrot_0002_,9_,15,11,15,14,15,1199.87256363563,75.08564625848341,,2.6394646
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,0_,3,3,2,3,3,0.3090507075230271,15.00390863110422,,0.18083528
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,10_,3,3,3,3,3,0.3090507075230271,15.00390863110422,,0.18083528
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,11_,3,3,3,3,3,0.3153252751572327,13.259632405267912,,0.19673572
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,12_,3,3,3,3,3,0.4580532623613319,17.0792925382686,,0.24191298
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,13_,3,3,3,3,3,0.26737421383647797,12.028485636980802,,0.20164207
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,14_,3,3,2,3,3,0.35673643867924526,15.561671287669547,,0.18925597
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,1_,3,3,3,3,3,0.3153252751572327,13.259632405267912,,0.19673572
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,2_,3,3,2,3,3,0.4580532623613319,17.0792925382686,,0.24191298
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,3_,3,3,3,3,3,0.26956073113207546,12.956386695966977,,0.1751212
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,4_,3,3,3,3,3,0.35464819143761633,14.327534686704013,,0.20039022
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,5_,3,3,3,3,2,0.28973565251572325,12.97052797116589,,0.18984514
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,6_,3,3,3,3,3,0.26956073113207546,12.956386695966977,,0.1751212
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,7_,3,3,3,3,3,0.3791371839894584,14.237190955066415,,0.23055792
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,8_,3,3,3,3,3,0.30596501572327045,14.178123830203509,,0.19604658
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,9_,3,3,3,3,3,1.3599965578728586,14.575168887244336,,0.38867757
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,0_,3,3,2,3,2,0.3532773191823899,9.811060628752598,,0.19748318
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,10_,3,2,2,3,2,0.379874213836478,8.80907117198364,,0.20756969
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,11_,3,3,2,3,2,0.24261497641509433,9.264530080898844,,0.16748326
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,12_,3,3,3,2,2,0.30522798742138363,9.27993879197329,,0.18487954
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,13_,3,3,2,2,2,0.2868563286163522,9.71426566501158,,0.18108599
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,14_,3,3,1,3,2,0.359281643081761,10.799423729223971,,0.20220734
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,1_,3,1,2,3,2,0.24261497641509433,9.264530080898844,,0.16748326
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,2_,3,3,2,3,2,0.3153007075471698,10.285804606474244,,0.18742792
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,3_,3,3,1,3,3,0.2980051100628931,8.777361092934216,,0.18518843
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,4_,3,2,2,2,2,0.3832743710691824,8.746641053417399,,0.20777082
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,5_,3,2,1,2,2,0.41552672955974845,8.88019062531306,,0.21808858
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,6_,3,3,3,3,1,0.2980051100628931,8.777361092934216,,0.18518843
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,7_,3,2,1,3,2,0.2909689465408805,9.18436737600236,,0.17888609
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,8_,3,2,2,2,2,0.3638069968553459,8.670912388550985,,0.20283516
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,9_,3,3,1,3,2,0.2606672562893082,8.487906901063916,,0.17507683
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,0_,15,10,13,12,6,1.2461940585666247,16.075753894430505,,0.39278573
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,10_,15,12,8,14,14,1.2461940585666247,16.075753894430505,,0.39278573
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,11_,15,3,2,13,13,1.0492168209876542,15.529177278622345,,0.33180216
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,12_,15,14,14,10,12,0.5126118827160494,13.65916158273913,,0.24700035
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,13_,15,15,15,7,11,0.5216444830246914,13.591461063291636,,0.24761462
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,14_,15,13,15,4,1,0.6309847608024691,12.223186152402864,,0.27126148
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,1_,15,12,9,15,15,1.0492168209876542,15.529177278622345,,0.33180216
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,2_,15,13,13,11,14,0.5126118827160494,13.65916158273913,,0.24700035
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,3_,15,6,1,11,3,1.0492168209876542,15.529177278622345,,0.33180216
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,4_,15,15,15,3,4,0.6180324074074074,11.988771158852987,,0.27008954
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,5_,15,14,14,3,1,0.7183825231481481,11.899860010390183,,0.28919083
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,6_,15,7,4,12,14,0.8454427083333333,15.643101006159645,,0.30455327
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,7_,15,14,11,15,14,0.6416801697530864,13.852503520640132,,0.27459845
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,8_,15,13,15,11,12,0.6338001543209877,13.785633289897095,,0.27233627
