Device,video_name,frame_number,total_patches,true_patches,quadrant_std,quadrant_prnu_std,std,correct,prnu_std
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,5_,15,10,38.49036005185634,0.972392,41.816119539291755,1,1.1574904
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,6_,15,2,44.78719088091481,0.6477746,47.883238376046464,0,0.7324608
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,7_,15,8,45.27424297885872,0.63736784,42.35431328580617,1,0.93572193
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,8_,15,5,29.58565598668931,0.9017767,32.85485113097509,0,1.2056093
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,9_,15,1,25.97058694446391,0.72242427,50.78800233050715,0,0.95329237
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,0_,15,2,32.5893375363414,0.67456335,35.8567030545902,0,1.3420887
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,10_,15,2,44.54344054632173,0.532648,55.42511556227536,0,0.62957764
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,11_,15,0,35.80997788041164,1.5778573,37.81181016273631,0,2.0090427
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,12_,15,0,20.80774335173136,2.0455012,29.02221329149342,0,1.8891991
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,13_,15,5,27.62286790484281,2.2464411,34.255083161473266,0,2.2555072
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,14_,15,6,50.43905509723424,0.87197196,43.18239542723008,0,0.61189735
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,1_,15,0,56.93756919001459,0.61916196,47.02069427994917,0,0.7126984
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,2_,15,3,66.9832202183557,0.4358994,44.45089189674175,0,0.48498824
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,3_,15,7,56.93756919001459,0.61916196,47.02069427994917,0,0.7126984
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,4_,15,0,56.93756919001459,0.61916196,47.02069427994917,0,0.7126984
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,5_,15,2,20.317545877009266,0.347773,33.547804492577754,0,0.5327256
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,6_,15,2,38.59423382057379,0.5346422,37.16392325731536,0,0.53550124
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,7_,15,0,46.64555818270637,0.39896488,63.50251011792974,0,0.39117843
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,8_,15,1,53.87005646824903,0.8145433,58.26118168976118,0,0.8214077
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,9_,15,7,34.48298341203684,0.49194682,40.091361624841255,0,0.5786749
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,0_,15,1,40.73732815609678,0.70085424,45.746626342079985,0,1.3784733
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,10_,15,6,35.138025170218356,0.70706844,38.118445820386384,0,1.0183064
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,11_,15,1,46.19120529475276,0.9785736,44.041384024050814,0,1.2057449
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,12_,15,3,30.24679758680704,0.92816526,38.059309747797215,0,1.1564595
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,13_,15,8,36.24647228979691,0.9583313,41.945308314347045,1,1.4721166
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,14_,15,2,25.60881157133887,1.028872,44.262686118367064,0,1.2240428
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,1_,15,2,36.24647228979691,0.9583313,41.945308314347045,0,1.4721166
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,2_,15,5,26.147509115142118,0.9269568,33.62580617474747,0,1.4746722
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,3_,15,3,36.24647228979691,0.9583313,41.945308314347045,0,1.4721166
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,4_,15,9,27.679754679005324,1.0157343,36.544366676829846,1,1.7219361
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,5_,15,5,36.559968322563954,0.8655395,40.601302639108106,0,1.1872939
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,6_,15,2,51.57889937045472,1.1127787,40.67167972779887,0,1.12212
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,7_,15,4,49.01457537281354,0.7268359,41.67723607262647,0,1.2476441
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,8_,15,3,48.98412881620265,0.9108891,45.93795297335601,0,0.8627866
