Device,TPR,FPR,ACC,PPV,recall,F1
01SamsungGalaxyS3,0.9012181195279787,0.004086230507576092,0.9860671310956302,0.9623983739837398,0.9012181195279787,0.9308040102221349
02HuaweiP9,0.975114854517611,0.0046132791806463005,0.9932908486383787,0.9605883462191213,0.975114854517611,0.9677970931889428
03AppleiPhone5c,0.7163838946568751,0.006762704222933081,0.9715999050031665,0.8998091603053435,0.7163838946568751,0.7976878612716762
04AppleiPhone6,0.8818947368421053,0.003189304906286863,0.9860077580747308,0.966320645905421,0.8818947368421053,0.9221794166208035
05HuaweiP9Lite,0.9345203905801264,0.01809954751131222,0.9770028499050032,0.8561655849850903,0.9345203905801264,0.8936287074331747
06AppleiPhone6Plus,0.9774706550549035,0.017460106970781947,0.982009974667511,0.8672938014446497,0.9774706550549035,0.9190921228304405
07SamsungGalaxyS5,0.9870206489675516,0.00616156503751953,0.9931523115896137,0.9471598414795245,0.9870206489675516,0.9666795069337443
08AppleiPhone5,0.833175534936565,0.02099586712931244,0.9637626662444585,0.822429906542056,0.833175534936565,0.8277678487442385
09HuaweiP8,0.9090216977540921,0.013407253611344259,0.9785267574414186,0.887237599851384,0.9090216977540921,0.8979975557017956
10SamsungGalaxyS4Mini,0.9414466130884042,0.004856297735199329,0.9895899303356555,0.9571984435797666,0.9414466130884042,0.9492571869573607
Total,0.9105050664977834,0.009943881500246289,0.9821010132995567,0.9105050664977834,0.9105050664977834,0.9105050664977834
