Video Name,Total Frames,Correct Frames
09SamsungGalaxyS5VindoorYTpanrot0001P-number,280,60
09SamsungGalaxyS5VindoorYTpanrot0002P-number,280,77
09SamsungGalaxyS5Vindoorpanrot0001P-number,280,72
09SamsungGalaxyS5Vindoorpanrot0002P-number,280,86
09SamsungGalaxyS5VoutdoorWApanrot0002P-number,30,23
09SamsungGalaxyS5VoutdoorWAstill0002P-number,30,28
09SamsungGalaxyS5VoutdoorYTpanrot0002P-number,280,188
09SamsungGalaxyS5VoutdoorYTstill0002P-number,280,263
09SamsungGalaxyS5Voutdoorpanrot0002P-number,280,251
09SamsungGalaxyS5Voutdoorstill0002P-number,280,240
10AppleiPhone5VflatWAmove0003P-number,30,23
10AppleiPhone5VflatWAstill0001P-number,30,24
10AppleiPhone5VflatYTmove0003P-number,280,272
10AppleiPhone5VflatYTstill0001P-number,280,266
10AppleiPhone5Vflatmove0003P-number,280,263
10AppleiPhone5Vflatstill0001P-number,280,277
10AppleiPhone5VindoorWAmove0002P-number,30,6
10AppleiPhone5VindoorWAstill0002P-number,30,16
10AppleiPhone5VindoorYTmove0002P-number,280,105
10AppleiPhone5VindoorYTstill0002P-number,280,218
10AppleiPhone5Vindoormove0002P-number,280,152
10AppleiPhone5Vindoorstill0002P-number,280,227
10AppleiPhone5VoutdoorWAmove0002P-number,30,0
10AppleiPhone5VoutdoorWAstill0002P-number,30,1
10AppleiPhone5VoutdoorYTmove0002P-number,280,12
10AppleiPhone5VoutdoorYTstill0002P-number,280,56
10AppleiPhone5Voutdoormove0002P-number,280,4
10AppleiPhone5Voutdoorstill0002P-number,280,59
11XiaomiRedmiNote3VflatWAmove0001P-number,30,16
11XiaomiRedmiNote3VflatWApanrot0001P-number,30,30
11XiaomiRedmiNote3VflatYTmove0001P-number,280,251
11XiaomiRedmiNote3VflatYTpanrot0001P-number,280,280
11XiaomiRedmiNote3Vflatmove0001P-number,280,219
11XiaomiRedmiNote3Vflatpanrot0001P-number,280,280
11XiaomiRedmiNote3VindoorWApanrot0002P-number,30,21
11XiaomiRedmiNote3VindoorWAstill0001P-number,30,22
11XiaomiRedmiNote3VindoorYTpanrot0002P-number,280,211
11XiaomiRedmiNote3VindoorYTstill0001P-number,280,120
11XiaomiRedmiNote3Vindoorpanrot0002P-number,279,217
11XiaomiRedmiNote3Vindoorstill0001P-number,280,122
11XiaomiRedmiNote3VoutdoorWAmove0002P-number,30,2
11XiaomiRedmiNote3VoutdoorWAstill0002P-number,30,30
11XiaomiRedmiNote3VoutdoorYTmove0002P-number,280,11
11XiaomiRedmiNote3VoutdoorYTstill0002P-number,280,263
11XiaomiRedmiNote3Voutdoormove0002P-number,280,20
11XiaomiRedmiNote3Voutdoorstill0002P-number,280,251
12OnePlusA3000VflatWAmove0001P-number,30,30
12OnePlusA3000VflatWAstill0002P-number,30,30
12OnePlusA3000VflatYTmove0001P-number,280,265
12OnePlusA3000VflatYTstill0002P-number,280,280
12OnePlusA3000Vflatmove0001P-number,280,268
12OnePlusA3000Vflatstill0002P-number,280,280
12OnePlusA3000VindoorWAmove0001P-number,30,1
12OnePlusA3000VindoorWApanrot0001P-number,30,7
12OnePlusA3000VindoorYTmove0001P-number,280,24
12OnePlusA3000VindoorYTpanrot0001P-number,280,72
12OnePlusA3000Vindoormove0001P-number,280,24
12OnePlusA3000Vindoorpanrot0001P-number,279,75
12OnePlusA3000VoutdoorWAmove0002P-number,30,9
12OnePlusA3000VoutdoorWAstill0001P-number,30,28
12OnePlusA3000VoutdoorYTmove0002P-number,280,55
12OnePlusA3000VoutdoorYTstill0001P-number,280,170
12OnePlusA3000Voutdoormove0002P-number,280,74
12OnePlusA3000Voutdoorstill0001P-number,279,182
13HuaweiP8VflatWAmove0002P-number,30,14
13HuaweiP8VflatWAstill0001P-number,30,0
13HuaweiP8VflatYTmove0002P-number,280,203
13HuaweiP8VflatYTstill0001P-number,280,13
13HuaweiP8Vflatmove0002P-number,279,237
13HuaweiP8Vflatstill0001P-number,280,17
13HuaweiP8VindoorWAstill0001P-number,30,14
13HuaweiP8VindoorWAstill0002P-number,30,1
13HuaweiP8VindoorYTstill0001P-number,280,216
13HuaweiP8VindoorYTstill0002P-number,280,208
13HuaweiP8Vindoorstill0001P-number,280,203
13HuaweiP8Vindoorstill0002P-number,280,210
13HuaweiP8VoutdoorWAmove0002P-number,30,14
13HuaweiP8VoutdoorWApanrot0001P-number,30,8
13HuaweiP8VoutdoorYTmove0002P-number,280,94
13HuaweiP8VoutdoorYTpanrot0001P-number,280,113
13HuaweiP8Voutdoormove0002P-number,280,101
13HuaweiP8Voutdoorpanrot0001P-number,280,87
14SamsungGalaxyS4MiniVflatWAmove0001P-number,30,28
14SamsungGalaxyS4MiniVflatWAstill0001P-number,30,30
14SamsungGalaxyS4MiniVflatYTmove0001P-number,279,248
14SamsungGalaxyS4MiniVflatYTstill0001P-number,279,279
14SamsungGalaxyS4MiniVflatmove0001P-number,280,260
14SamsungGalaxyS4MiniVflatstill0001P-number,279,279
14SamsungGalaxyS4MiniVindoorWApanrot0001P-number,30,13
14SamsungGalaxyS4MiniVindoorWAstill0002P-number,30,30
14SamsungGalaxyS4MiniVindoorYTpanrot0001P-number,280,204
14SamsungGalaxyS4MiniVindoorYTstill0002P-number,280,260
14SamsungGalaxyS4MiniVindoorpanrot0001P-number,280,216
14SamsungGalaxyS4MiniVindoorstill0002P-number,279,266
14SamsungGalaxyS4MiniVoutdoorWAmove0002P-number,30,16
14SamsungGalaxyS4MiniVoutdoorWApanrot0002P-number,30,12
14SamsungGalaxyS4MiniVoutdoorYTmove0002P-number,279,188
14SamsungGalaxyS4MiniVoutdoorYTpanrot0002P-number,280,109
14SamsungGalaxyS4MiniVoutdoormove0002P-number,280,203
14SamsungGalaxyS4MiniVoutdoorpanrot0002P-number,280,137
15OnePlusA3003VflatWAmove0003P-number,30,0
15OnePlusA3003VflatWApanrot0001P-number,30,30
15OnePlusA3003VflatYTmove0003P-number,279,7
15OnePlusA3003VflatYTpanrot0001P-number,280,280
15OnePlusA3003Vflatmove0003P-number,280,4
15OnePlusA3003Vflatpanrot0001P-number,280,280
15OnePlusA3003VindoorWAstill0001P-number,30,11
15OnePlusA3003VindoorWAstill0002P-number,30,11
15OnePlusA3003VindoorYTstill0001P-number,280,137
15OnePlusA3003VindoorYTstill0002P-number,279,62
15OnePlusA3003Vindoorstill0001P-number,280,144
15OnePlusA3003Vindoorstill0002P-number,280,77
15OnePlusA3003VoutdoorWAmove0002P-number,30,15
15OnePlusA3003VoutdoorWApanrot0001P-number,30,5
15OnePlusA3003VoutdoorYTmove0002P-number,280,38
15OnePlusA3003VoutdoorYTpanrot0001P-number,280,40
15OnePlusA3003Voutdoormove0002P-number,280,60
